v1,v2,v3,v4,v5
0.01712857973209582,0.033185103212680866,0.01153302357368761,0.0015693063883459569,-0.01858280627654777
0.013791119234741817,-0.009494003531592663,0.006264968252606532,-0.019697405507638367,-0.003979945133870934
-0.014247999553363437,-0.02824763868312695,-0.007036383539860128,0.02669994741647533,-0.009047080881237953
-0.016604854295990065,0.005798489780645014,0.006212222598938762,0.005928821541129348,-0.0021957493291266546
0.004214664571091692,0.0048874390635974185,0.009945340913042267,-0.007506942484864477,0.028231655487375374
0.01026934193448983,-0.013519564792500003,0.013007919563044078,-0.030611090889358396,0.027653804519835234
-0.012258321110980902,-4.020463361426359E-5,0.004450513167085208,0.016303933748696885,-0.011615573844046675
-0.02094965104017065,-0.007109388824779873,0.0048228458477308405,-0.015612736967665452,-0.0023002511088150534
-0.0028641676960631268,-0.00821967232148854,0.03336443037147328,0.02942487385862729,0.002058132105519425
0.022293200885859753,-2.865022270794522E-4,0.012537723117748437,0.013887948319465977,-0.013678988991961016
0.012034607245310438,0.02470224582389449,-0.017899534469600648,0.020424854019889156,0.0028602315328698164
-0.0018226938699824017,-0.016605938883236866,0.0017820771898508954,0.043344788259716015,0.010848258169559808
0.021157593359157935,0.008907155890008808,0.0083706155196503,-0.0073652050611820695,-0.006545043985808612
-0.009603491733203608,-0.0023349693162767462,-0.02929065697645553,-0.01065297874765203,-0.002713731256231645
-0.018144666888799368,0.009949309393930282,0.022440830075234272,0.023557000809932956,0.012056683939642921
0.005306365468080432,0.018401900410329346,-0.011438732830218288,-0.012636127459492663,0.02079379711151378
-0.0073552447379851135,0.013259547656596355,0.01342766473368146,-0.004978961529031018,-0.005227393647800371
0.008260823074115443,0.00332586820053194,-0.0027400635438516296,-0.025482715048186617,0.015805707745791573
-0.01805326502947625,0.013795531289547925,0.013946451959940593,-0.007967122676881606,7.483391931815554E-4
0.004815241209624624,-0.011090637278833014,-0.006562205397409627,-0.03881344474914335,0.020511727908447536
0.02326721458300775,0.012052766242971285,-0.001573664085453445,0.004523467871642612,0.004001087379191112
0.006577954293706575,-0.0038091261714455382,-0.00917157365832014,-0.017292079344354602,4.0890249898040257E-4
0.007223970912368083,-0.011457582907590833,0.005291469967268403,-0.02569992763014389,-0.01245774164128447
0.022794466184521023,-0.027968351140911774,-0.017167749161980016,0.0012197963705261271,0.005971047649257683
-0.004152475937809873,-0.02791959300041277,-0.009807476983957232,-0.019917918264454746,0.003521045315110236
-0.0012590846774229506,-0.008648998216744575,0.040156456627714214,0.010448793120535146,0.007799673593082527
0.01883749508683194,-0.0061349070931837136,0.0022698257466369637,-0.019315069970364484,-0.003366547401694593
-0.0048790919079986575,0.0037269140642481277,0.027705558001774107,0.018763588602998583,0.014278184215081317
-0.0025993549959162543,-0.007213694323541617,0.006611149724717608,1.8828300401189634E-4,-0.0023041620436061415
-0.02787877716879679,0.006693180860308653,0.013159636278668972,0.009850462371675304,-0.01739198727391397
